agr05,agr09,agr13,agr17,cns05,cns09,cns13,cns17,ext05,ext09,ext13,ext17,neu05,neu09,neu13,neu17,opn05,opn09,opn13,opn17,relig05,relig09,relig13,relig17
1,0.5241003260330248,0.283228004245745,0.15031869336545764,0.31906256021013846,0.1726594890388604,0.09866386831083875,0.055285479281942156,0.09215899330157634,0.05705654523207842,0.036864216278873485,0.023309696624698267,-0.11111027397998388,-0.06525358581939303,-0.03990321673883564,-0.024101464664623536,0.12470024052027623,0.0746793919552812,0.04656574745429103,0.02853541567277472,0.07495879114972351,0.07994435407972632,0.07264742016153813,0.06081764228689199
0.5241003260330248,1,0.5377439758602146,0.28343220821187826,0.16821747535948062,0.2686899169342087,0.1528902380979666,0.0852596400664145,0.04658952809646811,0.0801254982144242,0.05171187341621606,0.03266788690782706,-0.05773330125104841,-0.09414386644005578,-0.05749003293485066,-0.03467880486092962,0.0653199307548701,0.1087301252261732,0.067509843328289,0.04120704032351129,0.07765600814790535,0.08488376763220169,0.0875627952787812,0.07779412441210078
0.28322800424574496,0.5377439758602148,1,0.5242679343625399,0.091911666628961,0.14568852160357207,0.27952180317451764,0.1547389287894436,0.023372117773590082,0.0422560390960322,0.08390015446066573,0.05289457050086826,-0.03048527840386472,-0.050483563044594816,-0.1087512027726539,-0.06540337223774254,0.035141439618937086,0.05926497750936004,0.12676919541136117,0.07670382890353526,0.07122658290934347,0.08473988070899632,0.09090717820016994,0.09094183942415511
0.1503186933654576,0.2834322082118782,0.5242679343625402,1,0.049649933024878246,0.07794737678558006,0.14776731463436185,0.2873636390173905,0.010757753654470282,0.02114912981856506,0.04352575131527761,0.09486213941968888,-0.015451676570787436,-0.0261764635791771,-0.05695335635148949,-0.13256510338343477,0.018448566535184202,0.031736139345576515,0.06758984756924785,0.14850624368098325,0.059420805295545914,0.07368221153184219,0.08638466038859202,0.09072985649141811
0.31906256021013846,0.16821747535948062,0.091911666628961,0.04964993302487824,1,0.538201773095266,0.3042972902058341,0.16758098218609793,0.18361597427030305,0.11347728790527047,0.07309251367882849,0.04601077736305685,-0.09114007061419721,-0.05349524069211872,-0.032675254424155885,-0.019699823643840052,0.17409800723693247,0.10377613685812419,0.06416143551264757,0.03882036668944221,0.04974613056461384,0.05119643236459962,0.04583768442138528,0.038064657436999015
0.1726594890388604,0.2686899169342087,0.14568852160357212,0.07794737678558006,0.538201773095266,1,0.5647102281522964,0.31047353615429923,0.09808202591251255,0.16237705953116233,0.10454802408704611,0.06578600443633782,-0.04890621327639905,-0.08140775459695082,-0.04965995403997693,-0.02989697195444721,0.09369614397113589,0.13884780988491602,0.08570655329138399,0.05178415528368656,0.04263369397143416,0.053335658110071196,0.05338885469516056,0.04683514427352437
0.09866386831083875,0.15289023809796662,0.2795218031745176,0.1477673146343619,0.3042972902058341,0.5647102281522962,1,0.5491711431222186,0.05466607552764474,0.09131901986758664,0.16805249742189807,0.10568451592051299,-0.027421805745357127,-0.04597261285148781,-0.08267421105184945,-0.049687961350387645,0.0529268428550379,0.07877059185975038,0.1510868136821014,0.09094422574654455,0.036432122389734894,0.046489843278447615,0.056731161070241634,0.05537420544818351
0.05528547928194215,0.0852596400664145,0.15473892878944362,0.2873636390173905,0.16758098218609796,0.3104735361542992,0.5491711431222187,1,0.02937543709526853,0.049704964878828764,0.09206442819619619,0.2009532907665173,-0.014855811813552718,-0.025157131686949268,-0.045461848867226054,-0.11092134793873461,0.0290795902468557,0.043553750126968514,0.08349624322550667,0.17623532211175205,0.02937425374207318,0.03792961503593816,0.047539622240720156,0.056784152714649455
0.09215899330157634,0.04658952809646811,0.023372117773590082,0.010757753654470282,0.18361597427030307,0.09808202591251257,0.05466607552764474,0.02937543709526853,1,0.6173914016420408,0.39700896349009646,0.2493122838288622,-0.17060768023572254,-0.0998044149719657,-0.06060909120045498,-0.03622173027626607,0.40120488572240526,0.2378032339148887,0.14559996688016144,0.08680830971792701,-0.037434139728261054,-0.03873730834013467,-0.036174635573587306,-0.03158193592629269
0.05705654523207842,0.08012549821442419,0.04225603909603219,0.02114912981856506,0.11347728790527047,0.16237705953116235,0.09131901986758664,0.04970496487882876,0.6173914016420409,1,0.6431437509593876,0.40395636052852024,-0.10533528409187982,-0.14631777856011344,-0.08896710650744209,-0.053251550838000226,0.24774780453059014,0.32427795954543254,0.19889795228625212,0.1188377132722562,-0.021094478563781,-0.014300975782679347,-0.02187993687373415,-0.023535608414011835
0.036864216278873485,0.05171187341621606,0.08390015446066572,0.0435257513152776,0.07309251367882849,0.1045480240870461,0.16805249742189807,0.09206442819619619,0.3970089634900964,0.6431437509593877,1,0.6281593196913788,-0.0677293867960872,-0.09411690671605961,-0.13368570085763443,-0.08009366495141845,0.15935728113650366,0.20862851734898272,0.30283438463560064,0.18120508833455035,-0.011990877650021641,-0.00710966092252918,-0.004163839910378206,-0.013579181900487397
0.023309696624698267,0.032667886907827064,0.05289457050086828,0.0948621394196889,0.04601077736305685,0.06578600443633784,0.10568451592051298,0.20095329076651727,0.2493122838288622,0.40395636052852035,0.628159319691379,1,-0.04252268116853984,-0.059115244892993093,-0.08399457228058486,-0.14348248890695164,0.10011122310075295,0.13110094031978595,0.1903159209394908,0.29309768165834227,-0.006329591952431268,-0.0028742720228050593,-5.126561689764017e-4,0.0013540661792488683
-0.11111027397998388,-0.05773330125104841,-0.03048527840386472,-0.015451676570787436,-0.09114007061419721,-0.04890621327639905,-0.027421805745357124,-0.014855811813552718,-0.17060768023572254,-0.10533528409187984,-0.0677293867960872,-0.04252268116853984,1,0.5855445820210451,0.3561603340090584,0.21338319561052874,-0.08411600185400205,-0.049886051661662864,-0.0305327507325723,-0.01817428593144284,0.0046194756638322475,0.009332158313255907,0.010821742355864755,0.010502267040349761
-0.06525358581939301,-0.09414386644005578,-0.05048356304459482,-0.02617646357917711,-0.05349524069211872,-0.08140775459695081,-0.045972612851487814,-0.025157131686949268,-0.0998044149719657,-0.14631777856011347,-0.09411690671605963,-0.059115244892993114,0.5855445820210452,1,0.6083081740564865,0.36449149631149674,-0.04927627944732472,-0.04839595914720227,-0.029743609967641887,-0.01777511580370633,1.4021484848307923e-4,-0.004391955169785404,0.002849025441959612,0.006018782682100621
-0.03990321673883564,-0.057490032934850666,-0.10875120277265388,-0.05695335635148948,-0.03267525442415589,-0.04965995403997693,-0.08267421105184947,-0.04546184886722605,-0.06060909120045499,-0.08896710650744209,-0.13368570085763445,-0.08399457228058485,0.3561603340090584,0.6083081740564866,1,0.5992231286577869,-0.029990206766478813,-0.029516326083369508,-0.0265130072994813,-0.01594401152543809,-0.0018947158492156589,-0.0052944206379788375,-0.008313517120262163,-7.19954049142796e-4
-0.02410146466462354,-0.034678804860929606,-0.06540337223774256,-0.13256510338343475,-0.019699823643840052,-0.029896971954447214,-0.04968796135038766,-0.11092134793873457,-0.03622173027626607,-0.05325155083800021,-0.08009366495141844,-0.14348248890695167,0.21338319561052876,0.3644914963114968,0.5992231286577869,1,-0.017980274993933256,-0.017745312769393156,-0.015993157872638674,-0.049113878109779206,-0.0026421663960714444,-0.005166769458883726,-0.007616227081521239,-0.010429498757581552
0.12470024052027624,0.0653199307548701,0.03514143961893708,0.018448566535184202,0.17409800723693247,0.09369614397113589,0.0529268428550379,0.0290795902468557,0.4012048857224052,0.24774780453059014,0.15935728113650363,0.10011122310075295,-0.08411600185400205,-0.04927627944732472,-0.02999020676647881,-0.017980274993933256,1,0.5936234426351538,0.36439635155309413,0.21812266434686006,0.008427223387031613,0.005951946112343506,0.0038357894307095067,0.002247992346630788
0.07467939195528119,0.1087301252261732,0.059264977509360064,0.031736139345576515,0.1037761368581242,0.13884780988491605,0.0787705918597504,0.04355375012696851,0.23780323391488867,0.32427795954543254,0.20862851734898277,0.13110094031978597,-0.049886051661662864,-0.04839595914720227,-0.02951632608336951,-0.017745312769393153,0.5936234426351538,1,0.6140284597420278,0.3676954503591617,0.013856309591907024,0.029444015340711123,0.022428643664297913,0.016583891129330265
0.04656574745429103,0.067509843328289,0.12676919541136117,0.06758984756924784,0.06416143551264755,0.085706553291384,0.15108681368210142,0.08349624322550665,0.14559996688016144,0.19889795228625215,0.3028343846356007,0.1903159209394908,-0.0305327507325723,-0.02974360996764188,-0.0265130072994813,-0.01599315787263867,0.36439635155309413,0.6140284597420278,1,0.5988605935190169,0.01540324940612567,0.027210018281852405,0.040433107952681055,0.031452835721690164
0.028535415672774716,0.04120704032351128,0.07670382890353528,0.14850624368098322,0.03882036668944221,0.05178415528368656,0.09094422574654454,0.17623532211175205,0.08680830971792701,0.11883771327225619,0.18120508833455035,0.2930976816583423,-0.01817428593144284,-0.01777511580370633,-0.01594401152543809,-0.04911387810977921,0.2181226643468601,0.3676954503591618,0.598860593519017,1,0.01446403598939181,0.023227240032626422,0.03337039680126548,0.04534139322523769
0.07495879114972351,0.07765600814790537,0.07122658290934347,0.05942080529554592,0.049746130564613834,0.04263369397143416,0.036432122389734894,0.02937425374207318,-0.037434139728261054,-0.021094478563781004,-0.011990877650021641,-0.006329591952431269,0.0046194756638322475,1.4021484848307923e-4,-0.001894715849215659,-0.0026421663960714444,0.008427223387031613,0.013856309591907022,0.01540324940612567,0.014464035989391812,1,0.7549188951100508,0.5719123569483539,0.43011800976602266
0.07994435407972633,0.08488376763220169,0.08473988070899634,0.0736822115318422,0.05119643236459962,0.053335658110071196,0.046489843278447615,0.03792961503593816,-0.03873730834013467,-0.01430097578267935,-0.007109660922529185,-0.0028742720228050584,0.009332158313255907,-0.004391955169785403,-0.005294420637978838,-0.005166769458883726,0.0059519461123435065,0.02944401534071112,0.02721001828185241,0.023227240032626422,0.7549188951100507,1,0.7569372789225653,0.5689159839944189
0.07264742016153815,0.0875627952787812,0.09090717820016997,0.08638466038859201,0.04583768442138527,0.05338885469516056,0.05673116107024165,0.047539622240720156,-0.036174635573587306,-0.02187993687373415,-0.004163839910378204,-5.126561689763998e-4,0.010821742355864755,0.002849025441959609,-0.008313517120262163,-0.007616227081521241,0.0038357894307095067,0.022428643664297917,0.040433107952681055,0.033370396801265474,0.5719123569483539,0.7569372789225653,1,0.75102222826523235
0.06081764228689199,0.07779412441210079,0.09094183942415512,0.09072985649141811,0.03806465743699902,0.04683514427352438,0.05537420544818353,0.05678415271464944,-0.03158193592629269,-0.023535608414011838,-0.013579181900487397,0.0013540661792488702,0.010502267040349763,0.006018782682100623,-7.199540491427955e-4,-0.010429498757581554,0.002247992346630788,0.016583891129330265,0.031452835721690164,0.04534139322523769,0.4301180097660226,0.5689159839944189,0.75102222826523235,1
