state,agr.r1,agr.r1.lb,agr.r1.ub,agr.r2,agr.r2.lb,agr.r2.ub,agr.rt.cl,agr.rt.cl.lb,agr.rt.cl.ub,agr.tr.cl,agr.tr.cl.lb,agr.tr.cl.ub,agr.st,agr.st.lb,agr.st.ub,agr.samplesize,cns.r1,cns.r1.lb,cns.r1.ub,cns.r2,cns.r2.lb,cns.r2.ub,cns.rt.cl,cns.rt.cl.lb,cns.rt.cl.ub,cns.tr.cl,cns.tr.cl.lb,cns.tr.cl.ub,cns.st,cns.st.lb,cns.st.ub,cns.samplesize,ext.r1,ext.r1.lb,ext.r1.ub,ext.r2,ext.r2.lb,ext.r2.ub,ext.rt.cl,ext.rt.cl.lb,ext.rt.cl.ub,ext.tr.cl,ext.tr.cl.lb,ext.tr.cl.ub,ext.st,ext.st.lb,ext.st.ub,ext.samplesize,neu.r1,neu.r1.lb,neu.r1.ub,neu.r2,neu.r2.lb,neu.r2.ub,neu.rt.cl,neu.rt.cl.lb,neu.rt.cl.ub,neu.tr.cl,neu.tr.cl.lb,neu.tr.cl.ub,neu.st,neu.st.lb,neu.st.ub,neu.samplesize,opn.r1,opn.r1.lb,opn.r1.ub,opn.r2,opn.r2.lb,opn.r2.ub,opn.rt.cl,opn.rt.cl.lb,opn.rt.cl.ub,opn.tr.cl,opn.tr.cl.lb,opn.tr.cl.ub,opn.st,opn.st.lb,opn.st.ub,opn.samplesize
1,0.10146392927082806,-0.0030200366150344438,0.20594789515669057,-0.06849737947219553,-0.21040456969854016,0.07340981075414907,0.09063520838061236,0.033313419832898934,0.14795699692832578,0.01839972242117847,-0.03812960008669524,0.07492904492905218,0.7971957458416257,0.680446270098257,0.9139452215849942,1605,0.20721059340500456,0.11666060994197369,0.2977605768680354,-0.0076816987426471415,-0.09344236458303874,0.07807896709774445,-0.005308329981550666,-0.06998804172328398,0.05937138176018264,-0.005357751860403418,-0.057841297169904604,0.047125793449097765,0.573411932244011,0.4519230859526278,0.6949007785353942,1605,-0.016981131288911877,-0.11240283335251414,0.07844057077469038,-0.11913763711680636,-0.2336858878842947,-0.00458938634931801,0.07333894371453507,0.021687328070778264,0.12499055935829188,0.03378042495242643,-0.016626686356942446,0.0841875362617953,0.7847227353886742,0.6958383753941303,0.873607095383218,1605,-0.12566839530033239,-0.2267262310754113,-0.024610559525253498,-0.06458342995656063,-0.15901507924272099,0.02984821932959973,0.079424648291854,0.018863321428226047,0.13998597515548195,0.039654087355924086,-0.016537315169257234,0.0958454898811054,0.6597350400500357,0.5398530814994366,0.7796169986006347,1605,0.05523202971295233,-0.05136283459813227,0.16182689402403694,0.034465826906011236,-0.07366569629638574,0.1425973501084082,0.01779058783122524,-0.03935255436742934,0.07493373002987982,-0.010428535120486656,-0.06712491719673375,0.04626784695576044,0.7293132856864639,0.6047642813246047,0.8538622900483231,1605
2,-0.025275485171162106,-0.11072276228406247,0.06017179194173825,-0.07265558943777693,-0.23797356987805454,0.09266239100250068,0.04741792006323867,-0.030823269219458545,0.12565910934593588,0.015598411846229659,-0.07366197999389189,0.10485880368635121,0.7172806206468512,0.4679756617399786,0.9665855795537237,677,0.013702694940736688,-0.12472750049090577,0.15213289037237915,-0.13999592430189337,-0.29910722738961854,0.01911537878583179,0.023233430344457955,-0.04342605947526633,0.08989292016418224,-0.009030064471085172,-0.08299456305390357,0.06493443411173322,0.720692349117873,0.5356770008147074,0.9057076974210386,677,-0.009614500220071001,-0.15756458550937213,0.13833558506923016,-0.12004172772679363,-0.2574521520272995,0.01736869657371223,-0.01421667900009106,-0.07924696448723921,0.050813606487057086,0.01924182388977373,-0.03778522654490051,0.07626887432444797,0.8072841451354678,0.6870176704045841,0.9275506198663515,677,-0.05486281876838582,-0.179406682447325,0.06968104491055335,-4.0176614735676255e-4,-0.15020796222570112,0.1494044299309876,0.01268045302446996,-0.04549734812950024,0.07085825417844016,-0.004345552097140855,-0.05541841632740644,0.046727312133124733,0.8343707297108333,0.7000899560893211,0.9686515033323453,677,-0.033866541190124125,-0.2119736057535498,0.14424052337330157,0.1184450232878523,-0.25732036456937796,0.4942104111450826,-0.05636017840010176,-0.128459450082428,0.015739093282224496,0.016911293447371568,-0.05392243851232241,0.08774502540706554,0.9043936583623781,0.7634202060956847,1.0453671106290714,677
3,0.10813496637512066,0.05143466799453705,0.16483526475570426,-0.014053539806178727,-0.07745716643522732,0.04935008682286987,0.025879489785148674,-0.0012527547901946962,0.053011734360492044,0.015376162451759675,-0.012475710215058514,0.04322803511857787,0.7727250779652847,0.7066374220470308,0.8388127338835386,4459,0.05037744907958003,-0.002264466541928571,0.10301936470108863,0.017116599504631146,-0.036137542642612784,0.07037074165187507,0.01935910452825672,-0.0076037369266387,0.04632194598315214,-0.008319243659849448,-0.03439052380639233,0.017752036486693424,0.724102858474673,0.6569709864233648,0.7912347305259813,4459,-0.00924931342622671,-0.06622218312486958,0.04772355627241616,0.062489482596595945,0.00621291619057072,0.11876604900262118,-0.003345533281247109,-0.02918195321780356,0.022490886655309343,0.0023707604342848485,-0.022792075907505014,0.027533596776074712,0.7942797686433622,0.7459348077624355,0.842624729524289,4459,-0.02967401372137825,-0.08354571235164926,0.02419768490889276,-0.007142151647688022,-0.07374859275748903,0.059464289462113,0.007902654453279938,-0.017149074818721376,0.03295438372528125,0.002029724644466129,-0.024758794583410616,0.028818243872342872,0.8392945999865701,0.7881430592604477,0.8904461407126925,4459,-0.04891588147548874,-0.10815532928977717,0.010323566338799689,0.08338025764236273,0.012834713494128356,0.15392580179059712,0.0154029785311333,-0.012868462326826063,0.04367441938909266,-0.017246518160529484,-0.0458547485491612,0.011361712228102236,0.8252478124627655,0.7667133380767424,0.8837822868487886,4459
4,0.0899452808687086,-0.021211974071914177,0.20110253580933135,0.03573456613754056,-0.1615216496244314,0.23299078189951253,8.108746935004561e-4,-0.06851918282511944,0.07014093221212037,-0.02174013114785044,-0.10786163940675826,0.06438137711105738,0.7720133875040543,0.5262916227427304,1.0177351522653784,336,0.024322897823103925,-0.175761511527211,0.22440730717341886,0.15416139204906457,-0.0482179334449774,0.3565407175431065,-0.027706228061878967,-0.10742425241548795,0.05201179629173001,-0.06926856719850183,-0.18347050213527344,0.04493336773826976,0.7139422306134168,0.39366306465546314,1.0342213965713705,336,-0.03506187069187124,-0.34192968495738646,0.271805943573644,0.05013598110292084,-0.10874494452467444,0.20901690673051612,-0.004641479604324404,-0.12211763743761028,0.11283467822896147,0.02174402299720099,-0.07021861690849529,0.11370666290289727,0.747396365387893,0.5897530620414912,0.9050396687342946,336,0.17732392372296538,-0.014474004691511277,0.36912185213744203,-0.009706631716237793,-0.2812560180241299,0.2618427545916543,0.0113668233001924,-0.1231801599726265,0.14591380657301128,-0.06518999448914824,-0.16674798101678132,0.036367992038484835,0.8070717923895663,0.5370323064240229,1.0771112783551098,336,0.007319098099600126,-0.2091075996907203,0.22374579588992055,-0.24006081274644106,-0.8203012787049314,0.34017965321204935,0.09256736577533957,-0.014263243641536994,0.19939797519221616,-0.04743137235132799,-0.12720330074139796,0.03234055603874197,0.8988367881132772,0.723776542126341,1.0738970341002132,336
5,0.14396528021626515,0.10463576124356103,0.18329479918896927,0.019981931032584502,-0.022473068990551914,0.06243693105572092,0.037053513255766404,0.018267768153271503,0.05583925835826131,0.022075652970218962,0.002383337738232079,0.041767968202205845,0.7682534056067694,0.7218061250399617,0.8147006861735769,9968,0.01902926898621712,-0.01489685451875038,0.052955392491184625,0.04698742948249118,0.010512697723366287,0.08346216124161608,0.01819147750885432,6.923326229212913e-4,0.03569062239478735,0.004003148724820493,-0.01451507307410231,0.022521370523743298,0.7245282798280135,0.6864898653784438,0.7625666942775832,9968,-0.02862107850511466,-0.06292647563817984,0.005684318627950519,0.012056669665743687,-0.026845872764427386,0.05095921209591476,0.013893646427357022,-0.0021082522386265106,0.029895545093340557,0.008852140851796622,-0.007009454230225385,0.02471373593381863,0.8133215277673607,0.7842801174004739,0.8423629381342473,9968,0.014479666614757865,-0.0211049226070431,0.05006425583655883,-0.029897911100564743,-0.07144939578211741,0.011653573580987927,0.008552020285483365,-0.008932677119911773,0.0260367176908785,-4.6763651005097146e-4,-0.018111522666080196,0.017176249645978255,0.7849258830917415,0.7495675729817814,0.8202841932017015,9968,-0.054573023329652366,-0.09231102271498903,-0.0168350239443157,0.02183865452035064,-0.018493294689068344,0.06217060372976963,-0.006795126423394736,-0.02433539003041839,0.010745137183628918,0.023022162115688836,0.005225265584209376,0.040819058647168296,0.7855032623360383,0.7528233587135824,0.8181831659584942,9968
6,0.09951887492216939,0.029222716451450775,0.169815033392888,0.0443334248131373,-0.03000876747949034,0.11867561710576494,0.024184550207119123,-0.008070513498667711,0.05643961391290595,0.049795038321492124,0.01706875199138271,0.08252132465160154,0.7851482718695088,0.7143722966473486,0.8559242470916689,3300,0.05685363158726148,-0.0096425608343233,0.12334982400884625,0.024862927424249375,-0.0445739980706266,0.09429985291912535,0.006218428042394829,-0.030341295127935555,0.04277815121272521,0.02180011769781703,-0.009096310010941565,0.052696545406575625,0.7478125165843803,0.6699116475039641,0.8257133856647965,3300,-0.008207072664587861,-0.07073206675207067,0.05431792142289494,0.020990084767982087,-0.044324701087440924,0.0863048706234051,0.005008321774548929,-0.024524966866449126,0.03454161041554698,0.017250415641878077,-0.009013327518989572,0.04351415880274573,0.821383282877384,0.7749384820616297,0.8678280836931384,3300,0.0778384424406097,0.015960551949643485,0.1397163329315759,-0.08773826399423981,-0.16773545934655962,-0.007741068641920007,0.012212346282059791,-0.018417080657442367,0.04284177322156195,-0.019249172514605953,-0.05016604292091055,0.011667697891698638,0.8134175503736715,0.754211317746825,0.8726237830005179,3300,0.057098126530583784,-0.015443485870858531,0.1296397389320261,0.08433086757326466,0.011480786024092457,0.15718094912243685,-0.017202507869895203,-0.05118378353916871,0.016778767799378307,-0.03442143018561397,-0.06525859224833237,-0.0035842681228955716,0.8119338970657052,0.7540910984303927,0.8697766957010177,3300
7,0.05756154022910569,-0.020748964757163507,0.13587204521537488,0.07531181788812323,-0.013226899050710589,0.16385053482695705,0.03809696931372565,-0.004232561770489901,0.0804265003979412,-0.02295687571494354,-0.06742175769533203,0.02150800626544495,0.776299990705373,0.6834101709430195,0.8691898104677266,2081,0.02138717775421789,-0.056495425388076836,0.09926978089651262,0.09372205510191035,0.025355945455333317,0.1620881647484874,9.391155633661394e-4,-0.0414824863046757,0.04336071743140798,-0.02302400969476499,-0.0636348411332149,0.01758682174368491,0.6066922310502354,0.5061535385375675,0.7072309235629032,2081,-0.05737994020988155,-0.13211306947262064,0.01735318905285753,0.08114485449811246,0.010864524696447097,0.15142518429977783,-0.020709555372994924,-0.05890290648151178,0.01748379573552193,-0.006892388824265844,-0.04109936569318101,0.027314588044649327,0.7367520263997986,0.6731961966469171,0.8003078561526803,2081,-0.08615596184523637,-0.161405897005943,-0.010906026684529738,-0.020671948328961187,-0.10117746914102921,0.05983357248310684,0.014236148234218586,-0.02752345077071976,0.05599574723915693,0.020201546648418382,-0.01876751172304992,0.059170605019886684,0.7237567620194556,0.6478818626248554,0.7996316614140557,2081,-0.013433082970944747,-0.09239135042375565,0.06552518448186614,0.07118506126148981,-0.0178570680617211,0.16022719058470072,0.00462642898371118,-0.03423967577136397,0.04349253373878633,-0.047068497795145436,-0.08405243671416125,-0.01008455887612962,0.7997279773211683,0.7326039813930125,0.8668519732493241,2081
8,0.10605928564968853,0.05760728557983434,0.1545112857195427,-0.0026030789188026065,-0.060562677165125506,0.05535651932752029,0.0338720117836886,0.008698925528199754,0.05904509803917745,0.023802910638213836,-0.0019089538204860128,0.04951477509691368,0.7501201911677002,0.6884936972592476,0.8117466850761529,5672,0.06714859641369465,0.02086878087215674,0.11342841195523257,-0.005505546034437904,-0.0536223946755398,0.042611302606663994,0.020561217243918208,-0.0024996725417366396,0.04362210702957305,-0.014074248251623438,-0.03837316299354826,0.010224666490301387,0.7151451530520359,0.660388582226075,0.7699017238779967,5672,-0.02729312125767193,-0.07224038513352016,0.017654142618176293,0.02256239765222589,-0.024400808942611468,0.06952560424706325,-0.0030347914306861215,-0.023496720189218424,0.01742713732784618,-8.610114079038585e-4,-0.021786805500321634,0.020064782684513918,0.7999285498348028,0.7648407059895803,0.8350163936800252,5672,0.037474054974040945,-0.009973918494248647,0.08492202844233054,0.007618181170931459,-0.044805141194115265,0.06004150353597818,-0.003628892547105601,-0.025369814696289763,0.01811202960207856,0.0013926290626394722,-0.022310194209521024,0.02509545233479997,0.7872902395464219,0.7454647756988063,0.8291157033940374,5672,-0.045960983146443264,-0.09306475552061234,0.0011427892277258156,0.056952501172493196,0.005183837331811177,0.1087211650131752,-0.02266856268745076,-0.04594003577762513,6.02910402723613e-4,-0.017649373759363218,-0.041048145312203764,0.005749397793477332,0.7721610889094417,0.7290924736338172,0.8152297041850661,5672
9,0.08717363750441307,0.04091059493306516,0.13343668007576098,-0.015703160623412954,-0.06883139970289855,0.03742507845607264,0.029249155907656994,0.010202629023509572,0.04829568279180441,8.198898464045481e-4,-0.02104030514464458,0.022680084837453676,0.7929286985286165,0.7407705064131649,0.845086890644068,7248,0.07101615456870307,0.0293525886266797,0.11267972051072644,0.0018698110420436737,-0.03989789894603447,0.04363752103012181,0.008666886042441481,-0.009733226370247691,0.02706699845513065,-0.011819036940961414,-0.03136365558721093,0.007725581705288102,0.7576849394161205,0.7122981077206855,0.8030717711115554,7248,-0.008510691998360695,-0.050582153236578525,0.03356076923985714,0.054786646798660875,0.007315690216891477,0.10225760338043027,-0.025278904170882518,-0.042862131298603855,-0.007695677043161178,-8.456363477792648e-4,-0.01885500451022464,0.01716373181466611,0.8101003263908587,0.7780490426617565,0.8421516101199609,7248,0.020155360011470662,-0.02335129125659602,0.06366201127953734,-0.041255041470859566,-0.09197462653985491,0.009464543598135783,0.0014549883878349616,-0.01580828822310621,0.018718264998776137,0.008176733134612072,-0.010983864583123022,0.02733733085234717,0.8476424749656084,0.8119476325106249,0.8833373174205921,7248,-0.06756476513903627,-0.11234926643234455,-0.022780263845727983,0.05058495640111281,0.00288272315799794,0.09828718964422768,-0.026100128106872823,-0.04515888923351731,-0.007041366980228334,-0.02040609774355492,-0.04124851835019057,4.363228630807278e-4,0.7755088737998684,0.7356839710077379,0.8153337765919991,7248
10,0.1642322589201342,-0.03812327732203297,0.3665877951623014,-0.1634803248489734,-0.536061842009738,0.20910119231179122,0.17087838405131373,0.060803404489613855,0.2809533636130136,-0.11831322261190422,-0.21308329587619504,-0.02354314934761338,0.9028335568599811,0.7441110544904614,1.0615560592295008,428,0.13823979580004953,-0.0072836849261997405,0.2837632765262988,0.015108974337315718,-0.1603739385425631,0.19059188721719456,0.10215160437214948,0.007295902551762147,0.1970073061925368,-0.042106638832141774,-0.13902099567236642,0.054807718008082866,0.7880630045258976,0.5684146125529163,1.0077113964988789,428,0.11045647441364495,-0.06175566380787864,0.2826686126351685,-0.006078122083667129,-0.18021326095257342,0.16805701678523915,0.03273457552424408,-0.05086082159037703,0.1163299726388652,0.003956911009275893,-0.08524270837712715,0.09315653039567892,0.8036334539817935,0.6632914277694681,0.943975480194119,428,0.06043132606970184,-0.10354717751320247,0.22440982965260614,0.04291661465490772,-0.10254739971246503,0.18838062902228045,-0.010236101610137117,-0.10992429334889352,0.08945209012861928,-0.019695530609373815,-0.13299166780059485,0.09360060658184723,0.5983354041795692,0.37363637491910295,0.8230344334400355,428,-0.010663171007486053,-0.20255327441281945,0.18122693239784732,0.11627415372209758,-0.09197401512922329,0.32452232257341845,0.0953126476505266,-0.003438658159776555,0.19406395346082975,-0.015075666349189174,-0.11302131866609798,0.08286998596771962,0.7833304676371764,0.611822072105575,0.9548388631687778,428
