agr05,agr09,agr13,agr17,cns05,cns09,cns13,cns17,ext05,ext09,ext13,ext17,neu05,neu09,neu13,neu17,opn05,opn09,opn13,opn17,relig05,relig09,relig13,relig17
1,0.5269712475406273,0.28481123839767936,0.15188717299506244,0.3221994588590699,0.17400170375446342,0.09949188053081275,0.05557541403948559,0.08743922053307038,0.05409420000107847,0.034777105552059616,0.021956259325599192,-0.11007340687706385,-0.0641497423432125,-0.03887639142944614,-0.02326830883788871,0.12209044400799378,0.07281843232710343,0.04523410658684544,0.027632671421043017,0.0842467452301144,0.08620588561231102,0.07712110184134674,0.06403902391838848
0.5269712475406273,1,0.5374337985290554,0.28437440597815455,0.1706279188908063,0.2717986313671577,0.1546389576129323,0.08587767966993355,0.04443531834093192,0.0793187412375938,0.05089692883830079,0.03207373850833362,-0.057500476822953124,-0.09130679695913392,-0.05533526337310023,-0.03311986753972003,0.06443685758969162,0.11097296749718823,0.06850086509574875,0.04157100453859178,0.08368721424380542,0.08816545627308431,0.08945619996665759,0.07892401237374709
0.28481123839767936,0.5374337985290554,1,0.5261520455739673,0.09306100595717869,0.14718335563485296,0.28627404519114963,0.1577578067876611,0.02232533869420891,0.04187075831918094,0.08575565465788454,0.05389007647476872,-0.030363349563376222,-0.04894822364395102,-0.11329250740510598,-0.06781173008611178,0.03482524605568545,0.060495915356925,0.1283997246346494,0.0771567130028692,0.0749741725672606,0.08730359552032842,0.09161297717019735,0.09093018914350699
0.15188717299506244,0.28437440597815455,0.5261520455739673,1,0.05035545798792162,0.0789259754248578,0.15176326387808228,0.2869993886620887,0.010381776538765384,0.021141412117411572,0.0447298778302578,0.09594443904347752,-0.01546816916278161,-0.025480662836977645,-0.059537836151365146,-0.13387059103537058,0.018519351845293262,0.032605683996697624,0.06871676831772247,0.1462480104473799,0.06188887800123931,0.07575348181423255,0.08771136284030825,0.09061490088195609
0.3221994588590699,0.1706279188908063,0.09306100595717869,0.05035545798792161,1,0.5366155612261861,0.30322656560071565,0.16621436472518644,0.18355251683311785,0.11323812801530696,0.07246677446604809,0.045452598143929615,-0.09239618511908455,-0.053848259142394,-0.03263410869311254,-0.019532794454752794,0.17869742132819694,0.1058494573202822,0.06498377539023385,0.039020020294914505,0.048322315677808335,0.04884129898840633,0.043442770669840175,0.035941501041756266
0.17400170375446342,0.2717986313671577,0.14718335563485296,0.07892597542485776,0.5366155612261861,1,0.5644168406904109,0.3088890446741794,0.09780541023347897,0.16566734337231767,0.10596835009452438,0.06643292146527956,-0.049453315894920385,-0.07917225066217323,-0.04798200458961834,-0.028719493220409585,0.0959584749518959,0.14223007271392415,0.08717716058674653,0.05227057503272229,0.04197483276494968,0.05154205805704968,0.05075862045989057,0.04418650370396788
0.09949188053081275,0.15463895761293225,0.28627404519114963,0.15176326387808228,0.3032265656007157,0.5644168406904108,1,0.5466911559432417,0.054542370606613606,0.09316704583531529,0.17230636725212461,0.10795048882561346,-0.027731559327783865,-0.044701241790564686,-0.08648038484983582,-0.0517636544850941,0.05425313396977737,0.0806707347323434,0.15559557409026328,0.09293387297182282,0.036157197035993384,0.04565028874224459,0.05482812069041803,0.05277446085586613
0.05557541403948559,0.08587767966993355,0.1577578067876611,0.28699938866208885,0.16621436472518647,0.30888904467417927,0.5466911559432417,1,0.029236284565713425,0.05054394129000003,0.09401009379959728,0.20344685417425573,-0.014970958071307031,-0.024357936625441202,-0.047341660443204536,-0.11115900002205051,0.029744542406113527,0.04444210754811351,0.08559673361740251,0.17793737323224568,0.029153376911953556,0.03741250001238999,0.04644658673094485,0.05471855622730921
0.08743922053307036,0.04443531834093192,0.022325338694208906,0.010381776538765384,0.18355251683311782,0.09780541023347895,0.054542370606613606,0.02923628456571343,1,0.6161926412255774,0.3935702718743481,0.246171907635987,-0.17496849545929175,-0.10197475070205722,-0.06180428909747178,-0.036995616689401704,0.4007090543288731,0.23596626763351003,0.1434217309844474,0.08483050744324246,-0.034143116907934236,-0.0347494542903757,-0.0322074516106297,-0.027977410996230093
0.05409420000107847,0.0793187412375938,0.04187075831918095,0.021141412117411572,0.11323812801530696,0.16566734337231767,0.093167045835315307,0.05054394129000003,0.6161926412255774,1,0.6388260574660029,0.39966159628100084,-0.10782041776741115,-0.14734609215595068,-0.08930158879509004,-0.05345449369036868,0.24697912773950398,0.3250740931028713,0.19794428378153958,0.11734052863599372,-0.018579262867029683,-0.01184234979368629,-0.018475764907686248,-0.019985451395661036
0.03477710555205961,0.0508969288383008,0.08575565465788453,0.0447298778302578,0.07246677446604809,0.10596835009452438,0.17230636725212456,0.09401009379959731,0.3935702718743481,0.6388260574660027,1,0.6256875293183223,-0.06886058394207314,-0.09414560789749518,-0.1350441770790911,-0.08083451593759554,0.1578108116647312,0.2077543187773684,0.30448625937682466,0.180764395405029,-0.009959247424600247,-0.005028655357886017,-0.0019479324087260305,-0.010451171224218547
0.021956259325599192,0.03207373850833364,0.05389007647476872,0.09594443904347752,0.045452598143929615,0.06643292146527956,0.10795048882561348,0.20344685417425565,0.24617190763598706,0.39966159628100095,0.6256875293183223,1,-0.0430601813207546,-0.05890013329029592,-0.08451801508026494,-0.14320348827081367,0.0987617001100364,0.13005403492786494,0.19061884653081493,0.2963644724892106,-0.004778952367941671,-0.0012192953047590219,0.0013289458467023807,0.003298064407613705
-0.11007340687706385,-0.05750047682295313,-0.03036334956337622,-0.01546816916278161,-0.09239618511908457,-0.049453315894920385,-0.027731559327783865,-0.01497095807130703,-0.17496849545929175,-0.10782041776741115,-0.06886058394207314,-0.0430601813207546,1,0.5828123514269735,0.3532221588490875,0.21143126580225954,-0.08900603256744867,-0.052453066536115284,-0.03187514334119917,-0.018825227204523703,0.0034891762055333556,0.008336029626572695,0.009957426323140789,0.009767143638695928
-0.06414974234321248,-0.09130679695913392,-0.048948223643951023,-0.02548066283697765,-0.053848259142394,-0.07917225066217323,-0.044701241790564686,-0.0243579366254412,-0.10197475070205722,-0.14734609215595065,-0.09414560789749522,-0.05890013329029591,0.5828123514269735,1,0.6060644264047729,0.3627768382759714,-0.05187344409779057,-0.0491875577343808,-0.030019500202132583,-0.017799663510662096,0.0020618783210978394,-0.004989574313157982,0.0023812131248068195,0.005625814145135921
-0.03887639142944614,-0.055335263373100234,-0.11329250740510599,-0.05953783615136513,-0.03263410869311255,-0.047982004589618335,-0.08648038484983583,-0.047341660443204536,-0.06180428909747178,-0.08930158879509005,-0.1350441770790911,-0.08451801508026496,0.3532221588490875,0.6060644264047729,1,0.5985776463785895,-0.031438352192538564,-0.02980993776233091,-0.02664734950974745,-0.015907849847079693,0.001271421076133838,-0.0029950661637642554,-0.008590854334214287,-0.0010743498368038554
-0.023268308837888708,-0.03311986753972002,-0.06781173008611181,-0.13387059103537058,-0.019532794454752794,-0.02871949322040959,-0.0517636544850941,-0.11115900002205052,-0.0369956166894017,-0.05345449369036868,-0.08083451593759555,-0.14320348827081372,0.21143126580225957,0.3627768382759714,0.5985776463785895,1,-0.01881806720047846,-0.017842843504990668,-0.0159493279887301,-0.048903906367483534,7.77601340914593e-4,-0.0017708133783330342,-0.005113253614133088,-0.010657290220176087
0.1220904440079938,0.06443685758969162,0.034825246055685447,0.01851935184529326,0.17869742132819694,0.09595847495189588,0.05425313396977737,0.029744542406113527,0.4007090543288731,0.24697912773950398,0.1578108116647312,0.0987617001100364,-0.08900603256744867,-0.05187344409779058,-0.031438352192538564,-0.01881806720047846,1,0.5898271604259752,0.3594796927749731,0.2135170382065454,0.012779981876447955,0.010520410060075612,0.00810913470783248,0.005959336592586519
0.07281843232710342,0.11097296749718823,0.060495915356924994,0.03260568399669762,0.1058494573202822,0.14223007271392415,0.08067073473234337,0.0444421075481135,0.23596626763351006,0.3250740931028713,0.20775431877736836,0.13005403492786496,-0.05245306653611529,-0.04918755773438079,-0.029809937762330894,-0.01784284350499067,0.5898271604259752,1,0.6095989416663061,0.36219142487608647,0.01728614268790954,0.031042323320373176,0.025009278815835832,0.019343878653884938
0.04523410658684544,0.06850086509574876,0.1283997246346494,0.06871676831772246,0.06498377539023385,0.08717716058674652,0.15559557409026326,0.0855967336174025,0.1434217309844474,0.19794428378153955,0.3044862593768247,0.19061884653081493,-0.03187514334119917,-0.03001950020213258,-0.02664734950974745,-0.0159493279887301,0.3594796927749731,0.6095989416663061,1,0.5941453190081866,0.0181033629433162,0.028968630399526765,0.0408517189854154,0.03300724579821534
0.02763267142104302,0.04157100453859178,0.0771567130028692,0.14624801044737992,0.0390200202949145,0.05227057503272228,0.0929338729718228,0.17793737323224565,0.08483050744324246,0.11734052863599374,0.18076439540502903,0.29636447248921066,-0.018825227204523703,-0.017799663510662093,-0.01590784984707969,-0.04890390636748353,0.21351703820654538,0.36219142487608647,0.5941453190081867,1,0.01648220878482593,0.024806857925826455,0.03431228674302697,0.04505384217035784
0.08424674523011438,0.0836872142438054,0.0749741725672606,0.06188887800123931,0.048322315677808335,0.04197483276494968,0.036157197035993384,0.029153376911953556,-0.034143116907934236,-0.018579262867029683,-0.009959247424600247,-0.004778952367941671,0.0034891762055333556,0.0020618783210978394,0.001271421076133838,7.77601340914593e-4,0.012779981876447957,0.017286142687909536,0.0181033629433162,0.016482208784825935,1,0.752976646365144,0.5701001004291333,0.4282942033961727
0.08620588561231103,0.0881654562730843,0.0873035955203284,0.07575348181423255,0.04884129898840633,0.05154205805704968,0.04565028874224458,0.03741250001239,-0.0347494542903757,-0.01184234979368629,-0.005028655357886019,-0.0012192953047590245,0.008336029626572693,-0.004989574313157981,-0.002995066163764256,-0.0017708133783330335,0.01052041006007561,0.031042323320373173,0.028968630399526765,0.024806857925826455,0.752976646365144,1,0.7563908093932785,0.5678456622746247
0.07712110184134674,0.08945619996665759,0.09161297717019735,0.08771136284030824,0.04344277066984018,0.05075862045989058,0.05482812069041803,0.04644658673094486,-0.0322074516106297,-0.018475764907686248,-0.0019479324087260308,0.0013289458467023792,0.009957426323140789,0.00238121312480682,-0.008590854334214288,-0.005113253614133086,0.00810913470783248,0.025009278815835825,0.04085171898541539,0.03431228674302697,0.5701001004291333,0.7563908093932786,1,0.7500877325369836
